store_id, x, yaxis,storetype, ,APPLES, BANANAS,GRAPESG,MELONCA,ORANGES,CARROTS,CELERY,GREENPE,LETTUCE,ONIONS,TOMATOES,POTATOES,ORANGES1,PEACHES,VEGETABL,MUSHROOM,SPAGHETT,TOMATOS,ORANGEJ,BROCCOLI,GREENBE,GREENPE1,FRENCHF,BREADW,BREADW1,HAMBURGE,ROLLSD,FRENCHO,BAGELS,BREADCR,READY_TO,READY_TO1,FLOURW,MACARONI,NOODLES,POPCORN,RICEWH,SPAGHETT1,MILK1_,MILKWH,CHEESE,CHEESE1,CHEESE2,EVAPORAT,BEEFGR,CHICKEN,CHICKEN1,TURKEY,PORKGR,TURKEY1,EGGSGR,FISHFL,TUNAFIS,BEANSG,BEANSK,BEANSB,MARGARIN,SHORTENI,SALADDR,VEGETABL1,SUGARB,SUGARP,SUGARW,JELLYG,MOLASSES,PANCAKE,CHOCOLAT,FRUITDR,FUDGESIC,BAKINGP,BAKINGS,CHILEPO,CINNAMON,CUMIN,ONIONPO,GARLICP,ITALIAN,OREGANO,PAPRIKA,BLACKPE,SALTAN,VANILLA,CHICKEN2,CATSUP,SOYSAUC,LEMONJU,GELATIN,CHOCOLAT1
1,-89.333087,30.308254,convience,80,1.59,0.69,0,1.33,4.99,0.89,1.99,1.29,2.49,2.99,1.99,0.99,1,1.76,0.6,1.19,1.54,0,1.9,2.19,1.89,1.89,3.59,1.19,1.89,1.29,1.29,2.29,2.19,1.39,2.69,2.79,2.69,1,1.69,1.79,4.19,1,4.49,4.49,4.99,2.49,5.49,0,3.99,5.43,1.99,1.3,0,3.99,2.79,0,1.5,0.89,0.6,1.79,1.39,4.19,4.39,3.49,2.19,2.19,2.99,3.29,0,2.99,2.59,2.5,3.5,0,0,2.79,2.19,3.19,3.29,6.39,2.99,2.89,3.19,1,0.99,10.99,2.49,2.39,1.79,2.49,1.09,3.29
2,-89.337488,30.319606,convience,0,0,0.704497,0,2.07733,2.61556,0,1.92022,2.624,1.48467,0,0,2.23867,1.13452,1.70406,0,0,2.05403,0,1.84281,0,0,0,0,1.942,2.522,1.962,0,0,0,2.0902,2.482,2.66337,2.36,0,1.569,0,3.05227,1.67334,4.714,4.174,3.9,0,4.79073,0,3.7464,3.02075,1.739,0,0,4.20428,0,0,1.316,0,0.91,0,1.404,0,0,3.862,1.472,0,2.642,0,0,2.802,0,2.768,0,0,0.807989,0,1.732,0,2.10673,0,2.25547,0,0,3.19411,0.924988,0,2.1698,1.664,1.942,2.51,0,2.822
3,-89.344478,30.317741,convience,0,1.65394,0.704556,2.49695,0,2.61556,0,1.92022,2.624,0,0,1.63463,2.23867,1.21957,1.70913,1.16229,0,2.14219,0,1.83199,0,2.186,0,0,1.942,0,1.962,2.082,0,0,2.0902,2.482,2.68118,2.36,1.34181,0,1.432,2.98169,1.67378,0,4.174,3.9,2.43564,4.79622,1.432,0,3.02075,1.739,0,0,4.20435,2.112,0,1.316,0,0,1.30673,1.404,4.08087,0,3.862,0,1.492,2.642,2.43444,0,0,2.6171,0,0,0,0.835549,0,0,2.73651,2.10673,2.602,0,2.40111,2.032,3.19501,0.949052,3.872,0,1.664,1.942,0,1.11722,0
4,-89.495973,30.238208,convience,0,1.5513,0,0,0,0,0,0,0,0,1.67743,1.70246,0,1.30791,1.79325,0,1.22018,2.26881,0,0,0,0,2.16875,0,2.40381,2.84178,2.62358,2.27133,2.57225,0,0,2.74495,2.84826,2.26376,1.41951,1.569,0,3.08638,0,4.65511,4.55582,0,0,0,1.25323,0,0,0,2.316,0,0,2.03347,5.803,1.5008,0,1.21271,0,0,3.50453,3.4305,0,1.626,0,3.1152,2.4553,0,0,0,2.82756,3.0616,0,0,0,1.50983,2.64852,0,0,2.088,0,2.3296,0,0.960943,4.03423,0,1.73418,1.74413,2.42271,0,2.90154
5,-89.349853,30.315707,grocery,0,1.184,0,1.83108,0,0,0,0,2.25874,1.76242,0.972503,2.09,0,0.953091,1.32033,0,0.754364,1.93217,0,1.69009,0,0,0,0,1.79894,2.6596,1.76867,0,1.897,2.245,1.39933,2.402,2.28902,1.98533,1.10367,1.26194,2.43951,2.34207,1.20717,3.5262,3.541,2.65751,0,3.55411,1.09945,0,2.4575,1.97486,0,0,2.9514,1.66323,0,0.882,0.818977,0.7844,1.52444,0,2.96705,2.46091,2.91133,0,1.46691,0,2.02333,0,2.01732,2.53356,0,2.511,0,0.756333,0.949641,1.13636,0,1.302,1.05423,0,1.73917,1.2218,1.17764,1.24405,1.74674,1.491,1.70831,1.50691,1.89778,1.25343,3.56883
6,-88.938541,30.398211,convience,0,0,0.68,0,1.934,0,0,0,2.176,0,1.726,0,0,1.234,1.98488,0,0.783494,2.12827,0.593845,0,0,1.558,0,0,2.482,2.782,2.272,0,0,0,0,3.302,3.50107,2.054,0,0,1.356,2.576,1.40207,3.742,3.802,0,0,0,0,2.936,0,1.782,0,0,2.96463,1.772,0,1.522,0,0,0,0,3.45321,3.542,3.742,1.534,1.684,0,2.74981,2.7925,2.4064,2.81739,2.092,0,0,0,0.64,0.648,2.76639,1.17,1.186,0.738,0,0,2.12057,1.48216,0,0,1.988,1.21,0,1.022,4.292
7,-88.878984,30.403171,convience,0,1.0989,0.641,0,0,0,1.89948,1.962,0,0,0,2.168,3.028,1.35689,2.00289,0,0,2.12827,0,0,1.58163,1.558,1.6,0,2.47,0,2.272,0,2.586,0,1.332,4.05,3.87972,2.098,1.446,1.628,1.482,0,1.37658,3.55,3.91,4.234,3.59092,0,1.272,0,0,0,0,0,0,1.618,0,1.522,0,0,0,1.266,3.56386,3.63,3.742,1.472,0,2.91,2.7656,0,2.2744,0,2.092,2.638,1.782,1.50309,0,0,0,0,2.106,0,1.57,1.944,2.12286,2.07106,3.521,0,2.386,1.174,0,1.022,0
8,-88.90278,30.403554,convience,0,1.11198,0.641,0,0,0,0,0,2.176,2.322,1.726,0,0,1.24864,1.98487,0,0,0,0,1.624,1.59276,1.558,1.6,1.94845,2.47,2.782,2.272,2.122,0,2.626,0,4.05,3.73559,0,1.446,0,0,0,0,3.55,3.91,4.006,0,2.61494,1.272,0,0,1.782,0,0,2.91477,0,5.274,1.522,1.0544,0.888,1.432,0,0,3.63,3.742,1.472,2.082,2.91,2.74988,0,2.2744,0,2.092,0,0,1.41027,0,0,0,1.17,1.258,0,1.862,0,2.12191,1.79464,2.302,0,2.386,1.216,0,1.022,0
9,-88.90765,30.401083,convience,0,0,0.641,0,1.934,0,0,2.022,0,0,0,0,2.768,1.23401,1.98488,0.592,0.784896,2.12827,0,0,1.59521,1.558,0,2.08757,2.47,2.782,0,0,0,0,1.332,4.05,3.70217,0,1.66,0,1.404,2.956,1.40215,3.742,3.91,4.006,3.38505,0,1.356,2.936,2.108,0,0,0,0,1.62,0,1.522,1.05442,0.888,1.432,0,0,3.63,3.742,1.534,0,2.91,2.74981,0,2.4064,2.82481,2.092,2.942,0,1.39118,0.64,0,2.73627,0,0,0.738,0,1.154,2.12174,1.7636,2.302,0,2.386,1.216,1.672,1.022,0
10,-88.933976,30.443829,convience,0,1.13493,0,0,0,0,0,0,0,2.322,1.726,0,0,1.234,1.98488,0,0,2.12827,0,0,1.6052,0,1.6,0,2.482,2.782,2.272,0,2.586,0,0,3.302,3.53152,2.054,1.66,0,0,2.576,0,3.742,3.802,0,0,0,0,2.936,0,1.782,2.448,0,2.9648,1.772,5.274,1.522,0,0.904,1.432,1.356,0,3.542,3.742,0,0,2.762,2.74981,0,2.4064,2.81816,0,0,0,1.28526,0,0,2.76721,0,1.186,0,0,0,2.12036,1.23862,1.418,1.268,1.988,1.21,1.672,0,4.292
11,-88.938555,30.442657,convience,0,0,0,0,0,0,1.81724,0,2.176,0,0,0,2.768,1.234,1.98488,0,0.783363,2.12827,0,0,1.60721,0,0,2.06806,2.482,2.782,0,0,2.586,0,1.212,3.302,3.50124,2.054,1.66,0,1.356,2.576,1.40155,3.742,3.802,3.836,0,2.61613,1.356,2.936,2.43,1.782,0,0,2.96478,1.772,0,1.522,0,0.904,1.432,1.356,0,3.542,3.742,0,0,2.762,2.74981,0,2.4064,0,2.092,0,0,1.27008,0.64,0.648,2.7717,1.17,1.186,0.738,1.81,0,2.12018,1.2155,1.418,1.268,1.988,1.21,1.672,1.022,4.292
12,-88.962806,30.402538,convience,0,1.20352,0,0,0,3.08,1.83602,0,0,2.282,0,0,2.968,1.234,1.98488,0,0,0,0,1.624,1.62233,1.518,1.56,2.32918,2.482,2.782,2.272,0,0,0,1.292,3.302,3.33742,2.054,1.66,0,1.356,2.576,1.40193,0,3.802,0,0,2.99792,1.356,0,2.65,0,0,2.17667,0,0,0,1.482,0,0.904,1.352,1.356,3.63869,3.542,3.742,1.584,1.792,2.762,2.6678,0,0,0,2.692,3.178,0,1.20409,0,0,3.04736,0,1.186,0,2.25,2.062,2.04125,1.19214,0,1.696,1.988,1.21,1.672,0,4.292
13,-88.964665,30.402514,convience,0,0,0,0,0,0,1.98835,2.002,0,1.828,0,0,0,0,1.98488,0,0,2.38712,0,1.624,1.62382,2.018,0,2.32734,2.482,2.782,2.272,1.542,0,0,0,3.302,3.32333,2.054,0,0,0,0,0,3.742,3.802,3.836,0,2.99832,0,3.644,0,1.514,0,0,2.96453,1.772,5.714,1.482,0,0,0,1.356,3.65474,3.542,3.742,0,1.792,2.762,2.6678,0,2.4064,0,0,3.178,1.702,1.19739,0,0.916,0,0,1.186,0,0,0,2.04124,0,0,1.696,1.988,1.21,1.672,1.182,4.292
14,-88.934236,30.44758,convience,0,1.13573,0.641,0,1.934,3.38,1.80756,0,0,2.322,1.726,0,2.768,1.234,1.98488,0,0.687071,2.12827,0,0,0,0,0,2.00816,2.482,2.782,2.272,2.122,0,0,1.212,3.302,0,0,1.66,1.44,0,2.576,0,3.742,3.802,3.836,0,2.69391,1.356,0,2.108,0,0,0,2.96481,1.772,0,1.522,0.933878,0.904,0,1.356,3.7308,3.542,0,1.384,2.052,2.762,2.74981,0,2.4064,0,2.092,0,0,1.2824,0.676,0.676,2.55734,1.17,0,0.738,1.862,0,2.12032,1.21615,0,0,1.988,1.21,0,1.022,0
15,-88.956338,30.437822,convience,0,0,0.68,0,0,0,0,0,0,0,0,2.008,0,1.234,1.98488,0,0,2.38712,0,1.624,1.61321,1.518,0,0,2.482,2.782,0,0,0,2.306,0,3.302,3.38106,2.054,0,1.44,1.356,0,1.4015,0,3.802,3.836,3.05698,0,0,3.176,0,1.516,2.35,0,0,1.772,0,1.482,0,0.904,1.472,0,0,3.542,3.742,1.584,0,2.762,2.6678,0,0,2.8128,2.692,3.178,0,0,1.036,0,0,0,1.186,0,1.81,1.594,2.04104,1.0863,0,1.688,1.988,1.21,1.672,0.942,0
16,-88.975872,30.401794,convience,0,0,0.66,0,2.034,0,0,0,2.87,1.828,0,0,0,0,0,0,0.783685,0,0.593845,0,1.63205,0,0,0,2.482,0,2.272,0,0,2.752,0,3.302,3.24746,0,1.66,0,0,2.576,1.4019,3.742,3.802,0,0,0,0,0,2.75,1.514,0,0,2.96447,1.772,5.714,1.482,0.998857,0.904,1.352,1.356,3.72311,0,3.742,1.584,0,2.762,2.6678,2.7925,2.4064,2.80831,2.692,0,0,1.16109,0,0.916,0,0,1.186,0,0,0,2.04116,1.07341,1.418,0,1.988,1.21,0,1.182,0
17,-88.852223,30.481725,convience,0,0,0.620996,0,0,0,0,1.962,2.096,2.122,0,0,3.028,1.37335,1.77621,0,0,2.12827,0.593845,1.624,0,0,0,1.77814,2.47,0,1.99,2.122,0,0,1.332,4.05,3.88127,2.018,0,0,1.482,3.21321,0,3.71,3.91,3.514,0,0,0,0,0,0,2.448,0,3.77371,1.498,0,1.522,0,0,1.59,1.006,3.37373,0,0,1.472,0,2.91,2.75911,0,1.7604,0,2.092,0,0,1.4677,1.116,0,0,1.846,2.426,0,0,1.944,2.12307,1.20885,3.521,0,2.386,1.174,1.46,1.022,0
18,-89.001234,30.465125,convience,0,1.3603,0,0,2.034,0,2.23559,1.93,2.524,1.522,0,1.8468,2.31,0.962324,1.93164,0,0.783182,2.38641,0,1.704,0,0,0,2.28323,2.482,2.794,2.272,0,0,2.752,1.99,3.302,3.08027,2.054,0,0,0,0,1.40089,3.634,3.802,3.836,0,3.01555,1.356,3.644,2.75,0,2.35,2.17667,2.96461,0,0,1.482,0,0,0,0,4.37766,3.542,3.594,1.584,0,2.762,2.66327,0,2.406,0,2.692,0,0,0.996633,1.036,0.916,0,1.658,0,0,0,0,2.04043,0.688893,1.418,1.696,1.988,1.21,1.672,0,0
19,-88.999058,30.4668,convience,0,1.3586,0.69,0,0,3.098,2.23189,1.93,0,1.522,0,0,0,0.961455,1.94036,0,0.783175,2.38712,0,0,1.69869,0,2.118,0,2.482,2.794,2.272,0,0,0,1.99,3.302,3.09454,2.054,1.66,1.44,1.356,2.576,1.40089,0,3.802,3.836,0,0,1.356,0,0,0,0,0,0,1.772,0,1.482,0,0,0,0,0,3.542,3.594,0,1.792,2.762,2.66401,0,2.406,2.81901,2.692,0,0,0,0,0.916,0,1.658,0,1.574,2.422,0,2.04044,0.700644,1.418,1.696,1.988,1.21,1.672,0,0
20,-88.975181,30.4019,grocery,0,1.3296,0.624,1.91226,0.802615,0,0,1.144,0,2.11754,1.00448,2.676,2.364,1.162,1.73,0.661,0.744,1.236,0,1.7617,0,1.30471,0,2.758,1.08148,1.60905,1.464,1.64926,0,2.41067,1.474,1.784,2.14693,2.01,1.156,1.73898,0,3.30947,1.276,3.842,3.694,4.384,1.93307,4.23958,0.988,3.772,2.166,2.06,2.044,0,0,1.648,3.54374,0.754,0.716086,0.796,0,0,3.5816,3.622,2.676,1.562,1.562,2.992,0,2.72089,1.90145,2.464,1.628,2.5386,0,0.696,1.38457,1.786,2.49268,1.856,0,3.23031,2.464,2.912,1.692,0.428049,0,1.976,1.528,1.812,2.004,0,4.808
21,-88.893274,30.403158,grocery,86,1.5,0.69,1.99,0.67,1.25,0.7,0.87,2.6,2.86,1,2.99,2.5,1.36,1.76,0,0.99,1,0.11,1.99,1.33,1.79,1,3.39,1.19,1.89,1.19,1.89,2.49,2.5,1.59,1.79,1.79,2.39,1.39,2.29,1.5,3.49,1.67,4.49,4.49,4.99,2.19,4.89,1,4.79,1.49,1.79,2.69,3,3.33,1.89,4.67,0.9,0.8,1,1.79,0,4.19,4.79,2.5,1.29,1.29,3.49,1.58,3.29,2.19,2.29,2,2.99,1.49,0.89,1.3,2.65,3.19,1.4,1.7,7.97,2.79,4.63,2,0.5,10.99,1.78,1.51,1.99,2.49,1.09,4.04
22,-88.901866,30.397358,grocery,86,1.49,0.69,1.99,0.56,1.29,0.89,1.14,2.3,2.59,0.99,2.99,2.5,1.99,1.76,0,0.99,1.54,0,1.99,2.19,1.79,1.79,3.59,1.25,2.29,1.29,1.89,2.29,2.5,1.59,1.79,1.79,2.39,1.39,1.99,1.79,3.49,1.39,4.49,3.59,4.99,2.19,4.99,1,3.99,1.49,1.79,2.33,2.99,3.99,1.33,5,0.45,0.8,1,1.79,1.19,3.59,4.39,2.5,1.1,1.1,3.13,1.58,3.29,2.19,2.59,1.5,2.29,1.49,0.89,1.08,2.86,3.19,1.52,1.7,8.54,2.79,4.63,2,0.5,7.935,2.27,1.29,1.79,2.49,1.6,4.04
23,-88.944607,30.402979,grocery,0,1.3096,0.608,0,1.14005,1.32648,0.834464,1.352,0,0,1.09682,2.48,2.27,0,1.65,0.661,0.866,1.24,0.432,1.75784,0,1.52195,0,2.642,1.17027,1.84603,1.426,0,2.466,0,0,1.918,2.0919,1.94,1.234,1.86448,0,3.27996,1.346,0,3.754,0,0,0,0.97,3.79,2.148,2.022,0,0,0,1.56,0,0.648,0,0.782,0,1.294,4.07745,3.262,2.786,1.584,1.584,2.894,1.66,0,1.74711,2.466,0,0,0,0.698,1.19487,1.596,2.33916,1.498,1.36463,4.8971,2.306,0,1.99,0.461511,0,2.148,1.514,1.806,2.066,0,3.99
24,-88.992633,30.394575,grocery,0,1.3296,0,0,0.802615,0.671685,0.813646,1.144,0,1.98305,0,0,0,1.162,1.73,0,0.744,1.236,0,0,0,0,1.154,0,1.043,1.60658,0,1.54477,2.248,2.40341,1.474,1.784,0,2.01,1.156,1.67012,0,3.27987,1.276,3.842,3.694,4.24584,1.87226,4.0656,0.988,3.772,0,2.06,2.044,2.69835,2.98244,1.648,3.22362,0.754,0.696531,0.796,1.496,1.414,3.7043,3.622,2.676,1.562,1.562,2.992,1.9,2.57964,1.90145,2.464,1.628,2.5386,0,0.696,1.41057,1.786,0,1.856,0,2.34437,2.464,2.912,1.692,0.411322,6.13429,1.976,1.528,1.812,2.004,1.282,4.808
25,-89.37747,30.37516,convience,87,1.59,0.69,2,2.5,2.99,0.89,1.99,3.99,1.79,1.19,1.99,3.99,1.99,1.79,0,0.99,2,0.65,1.99,2.19,1.59,1.59,3.59,1.49,1.49,1.29,1.89,2.29,3.89,1.59,2.19,2.79,2.39,1.39,1.79,1.79,3.49,1.39,4.49,2.99,4.99,2.19,4.99,1,4.99,2.69,1.79,2.7,2.99,4,1.89,6.99,0.75,0.89,0.8,0.89,0.99,4.19,3.5,3.49,1.29,1.29,1.99,1.99,3.29,2.19,2.29,2,2.99,1.79,0.89,2.79,3.19,3.19,3.29,3.19,2.99,3.19,3.19,3.39,0.5,1.69,2.49,1.29,2.49,2.49,1.59,2.79
26,-89.373293,30.375234,grocery,0,1.184,0.57,1.83108,0,0,0,0,2.25874,1.76242,0.987739,2.09,0,1.01418,1.28067,0.661,0.810727,1.99233,0.361333,1.69009,0,0,1.03714,2.2095,1.77345,2.83233,1.84133,0,0,0,0,0,0,2.04667,1.12333,0,2.53773,2.30245,1.26033,3.6524,3.654,2.37432,0,0,1.11091,3.1585,0,1.97486,0,0,3.0988,1.68246,3.85455,0.794,0,0,1.40689,1.936,0,0,2.94067,1.28836,1.40182,1.815,1.99267,0,2.03769,2.53356,1.4344,2.511,1.896,0.822667,0.87842,0,2.35961,0.956,0.967636,1.45055,1.80033,0,1.40327,1.53573,2.15168,1.528,1.76462,1.50182,1.94956,1.25343,3.92567
27,-89.373293,30.375234,grocery,0,0,0.57,1.83108,1.13054,0.850338,0.802357,1.2335,2.25874,1.76242,0,0,2.76486,1.01418,1.28067,0,0,1.99233,0,0,1.16771,1.18136,0,0,1.77345,2.83233,1.84133,2.12243,0,2.31174,1.39933,2.46,2.26236,2.04667,1.12333,0,2.53773,2.30245,1.26033,0,3.654,2.37432,0,3.55411,1.11091,3.1585,2.4575,1.97486,2.2535,0,3.0988,1.68246,3.85455,0.794,0.855125,0,1.40689,0,0,0,2.94067,1.28836,1.40182,1.815,1.99267,2.64316,2.03769,2.53356,1.4344,0,1.896,0.822667,0.87842,0.952727,2.35961,0,0.967636,1.45055,1.80033,1.1756,1.40327,1.53573,2.15168,1.528,1.76462,1.50182,0,1.25343,3.92567
28,-88.88736,30.431865,convience,0,1.10775,0.641,0,0,0,0,0,0,0,0,2.168,3.028,1.29943,2.02568,0,0.788303,0,0,0,0,0,0,0,2.47,2.782,2.272,0,0,0,1.332,4.05,0,0,1.446,1.536,1.482,3.054,1.37658,3.55,3.91,4.234,0,0,1.272,0,0,0,2.448,0,2.91494,1.618,0,1.522,0,0.884,0,0,3.0905,3.63,3.742,0,0,2.91,2.76005,0,0,0,2.092,0,0,1.46566,0.738,0.746,0,0,2.106,0,1.862,1.944,0,1.61958,2.302,0,2.386,0,0,0,3.142
29,-88.891747,30.429577,convience,0,0,0.641,0,0,0,0,0,2.096,0,1.726,2.168,0,0,2.01224,0.592,0,2.12827,0,1.624,0,0,1.6,1.94901,2.47,0,2.272,2.122,0,0,1.332,4.05,0,0,1.446,0,0,0,1.37665,3.55,3.91,0,0,0,1.272,0,0,1.782,0,0,2.91491,1.618,5.274,1.522,0,0.884,1.59,0,3.14229,3.63,0,0,2.082,0,2.75635,0,2.2744,0,2.092,0,0,1.45024,0,0.746,2.43682,1.788,2.106,0,0,0,2.12212,0,0,0,2.386,1.174,1.68,0,3.142
30,-88.896979,30.458918,convience,0,1.11829,0,0,0,2.54,0,1.962,0,0,1.726,0,0,0,1.98997,0.592,0.787827,2.12827,0,0,0,0,1.6,0,2.47,2.782,2.272,0,2.586,0,0,0,3.74949,2.054,1.66,0,1.434,0,1.40161,3.742,3.91,4.064,0,0,1.356,2.936,2.108,0,0,0,0,1.77,5.274,1.522,0,0.9,0,1.334,0,3.63,0,1.472,0,2.91,0,2.7925,2.4064,0,2.092,3.08,1.782,1.40559,0,0.746,0,1.788,0,1.068,1.862,0,2.12166,1.30361,2.302,1.268,2.386,1.198,1.672,0,4.292
