store_id, x, yaxis,storetype, ,APPLES, BANANAS,GRAPESG,MELONCA,ORANGES,CARROTS,CELERY,GREENPE,LETTUCE,ONIONS,TOMATOES,POTATOES,ORANGES1,PEACHES,VEGETABL,MUSHROOM,SPAGHETT,TOMATOS,ORANGEJ,BROCCOLI,GREENBE,GREENPE1,FRENCHF,BREADW,BREADW1,HAMBURGE,ROLLSD,FRENCHO,BAGELS,BREADCR,READY_TO,READY_TO1,FLOURW,MACARONI,NOODLES,POPCORN,RICEWH,SPAGHETT1,MILK1_,MILKWH,CHEESE,CHEESE1,CHEESE2,EVAPORAT,BEEFGR,CHICKEN,CHICKEN1,TURKEY,PORKGR,TURKEY1,EGGSGR,FISHFL,TUNAFIS,BEANSG,BEANSK,BEANSB,MARGARIN,SHORTENI,SALADDR,VEGETABL1,SUGARB,SUGARP,SUGARW,JELLYG,MOLASSES,PANCAKE,CHOCOLAT,FRUITDR,FUDGESIC,BAKINGP,BAKINGS,CHILEPO,CINNAMON,CUMIN,ONIONPO,GARLICP,ITALIAN,OREGANO,PAPRIKA,BLACKPE,SALTAN,VANILLA,CHICKEN2,CATSUP,SOYSAUC,LEMONJU,GELATIN,CHOCOLAT1
63,-89.112797,30.363682,grocery,0,0,0.584,1.73662,0,0.890009,0.704895,1.236,1.76062,0,0.763776,0,2.454,0.976,1.51,0,0.684,1.898,0.423667,1.77258,1.276,0,1.13,2.412,2.704,2.58659,1.922,2.44868,2.026,0,0,2.31,2.38614,1.912,1.084,1.38177,1.98934,2.42427,1.148,3.4,3.46,3.20797,1.84888,0,1.094,3.37,2.046,1.93,1.976,0,0,1.692,4.10156,0.806,0,0,1.536,1.676,3.09295,2.864,0,1.384,1.452,2.084,1.984,2.64192,1.93735,2.536,1.506,2.5386,1.788,0.698,0.680559,1.048,0,1.628,1.09678,0.850659,1.784,2.034,1.274,0.39333,1.32165,0,1.82,1.614,1.994,0,4.378
64,-89.07368,30.38469,grocery,0,1.2696,0.584,1.821,1.04167,0.65028,0.846057,1.236,2.58,1.48633,0,2.288,0,0,1.51,0,0.684,1.898,0,1.72954,0,1.03613,0,0,1.50721,2.54935,1.922,0,0,0,0,2.31,2.45422,1.912,0,1.48213,1.999,2.8108,1.148,3.4,3.46,3.51377,1.78021,3.5268,1.094,3.37,2.046,0,1.976,0,2.972,1.692,0,0.806,0,0.796,1.536,0,3.72293,2.864,2.932,1.384,1.452,2.084,1.9,0,1.93735,0,1.506,0,1.788,0.698,0,1.048,0,1.628,1.04472,0.817629,1.784,2.034,1.274,0.41686,1.80228,1.658,1.82,0,1.994,0,4.378
66,-89.03306,30.39752,grocery,0,1.2696,0,0,0,0.49253,0,1.236,2.88225,0,0,2.288,0,0.976,0,0,0.684,1.898,0.432,0,1.276,0.974618,0,2.412,0.964338,1.44421,1.922,1.38295,0,2.33469,0,2.31,2.44277,1.912,1.084,1.52947,1.98765,3.10303,0,0,3.46,3.84947,1.75797,0,0,0,2.046,0,1.976,2.58019,3.06061,1.68921,2.85087,0.806,0.659509,0.796,1.536,1.676,4.08769,2.864,2.932,0,1.452,2.084,0,2.33526,1.76103,0,1.506,0,1.788,0.698,1.50121,1.048,0,0,1.20436,0.514036,1.784,2.034,1.274,0.37787,4.10225,1.658,1.82,1.614,1.994,1.2985,4.378
66,-89.04642,30.39163,grocery,87,1.098,0.58,1.86,0.596667,0.48,0.94,1.38,2.88,1.48,1.14,2.44,2.97,0.87,1.72,0,0.58,0.98,0.34,1.66,0.98,0.98,0.98,2.27,0.98,1.64,1.28,1.38,1.98,2.28,1.13,1.78,2.38,1.79,1,1.48,2,3.18,1,3.12,3.22,3.72,1.76,3.72,0.98,3.58,5.89,3.36,1.62,2.58,2.5,1.74,3.27,0.6,0.66,0.66,2,0.83,4.18,2.72,2.82,1.82,1.82,2.78,1.93,2.34,1.78,2.48,1.82,1.88,3.68,0.56,1.48,0.5,2.78,0.5,0.5,0.5,3.12,1.98,1.68,0.38,0.98,2,1.84,1.72,1.68,1.24,2.22
67,-89.02759,30.39857,grocery,0,0,0.584,0,1.39505,0,0.800153,0,2.87856,0,0.984004,0,2.454,1.288,1.776,0,0.784,1.694,0,1.6756,0,0.978971,0,0,0.979199,1.25756,1.784,1.3808,2.026,2.34546,0,2.424,2.63042,2.19,1.196,1.54972,1.98242,0,1.26,3.702,3.554,0,1.75984,0,1.106,0,2.046,0,1.976,2.58012,0,1.59377,2.7146,0.772,0.660003,0.796,1.20108,0,4.09238,2.864,3.034,1.384,0,2.592,1.9,0,1.72575,2.464,1.606,3.32304,1.788,0.776,0,1.574,2.09701,1.894,1.46547,0.509248,2.224,2.034,1.61,0.378757,4.73249,1.658,1.944,0,0,1.26543,4.378
68,-89.136637,30.410142,convience,56,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.35,0.4,0.65,1.04,0,0,0,0,0,2.25,2.85,2.85,2.6,0,0,2.5,0,1.95,1,1.85,1,1.28,2,3,0.96,0,3.85,4,0,0.34,1.15,3,0,0,0,1.55,3.25,1.6,3.95,0.67,1,0.4,0,1.3,0.14,2.25,2.65,0.75,0.75,2.25,1,0,1.85,2.65,2.7,4,0,0,0.5,0.5,3,0.5,0.75,0,0,0,1.85,0.4,1,1.25,1,1.05,1.75,0.65,2.75
69,-89.025,30.399922,grocery,85,1.47,0.58,1.86,1.5,0.5,0.78,1.38,2.88,1.78,0.98,2.48,0.88,0.87,1.72,0,0.58,1.33,0.34,1.66,0.98,0.98,1,2.27,0.98,1.18,2.28,1.38,2.98,2.38,1.13,1.78,2.37,1.74,1,1.56,1.98,3.2,1.32,3.92,3.98,4,1.76,3.72,0.98,3.9,0.98,1.68,1.66,2.58,3.34,1.64,2.64,0.6,0.66,0.66,0.68,0.83,4.18,0,2.82,1.82,1.82,2.78,0,2.34,1.62,2.48,1.82,3.67,1.14,0.56,1.48,0.78,2,2.88,1.58,0.5,1.64,1.68,2.28,0.38,6.68,2,1.5,1.94,1.68,1.24,6.76
70,-89.031062,30.428137,convience,0,1.38794,0,0,2.034,3.098,2.25759,1.93,0,1.522,1.524,1.5448,0,0,1.82847,0.842,0,2.2374,0,0,0,0,0,2.25775,2.402,2.794,2.272,1.882,0,2.752,1.99,4.3,0,2.054,1.6474,0,0,0,1.40125,3.634,3.802,3.836,0,3.02197,0,0,0,0,0,0,2.96435,0,0,1.482,0.999099,0,0,1.356,0,0,3.594,0,1.792,3.422,2.65453,2.7925,2.406,2.80863,2.692,3.178,0,0.939487,1.036,0.916,3.04602,1.658,1.186,1.574,0,0,2.04042,0.546431,3.416,1.696,2.588,0,0,0,0
71,-89.01046,30.40126,grocery,0,1.3296,0,1.87369,1.05509,0,0,0,2.83617,0,1.0094,2.676,0,1.288,1.776,0,0,1.694,0,1.7066,1.292,0,0,0,1.01876,1.65601,1.784,1.45443,2.248,2.30741,0,0,2.64071,2.19,1.196,1.60975,1.95853,3.24732,1.26,0,3.554,4.10987,1.80741,0,1.106,3.772,0,2.06,2.044,2.63386,3.17698,1.528,0,0.772,0,0,1.536,1.414,0,3.622,3.034,1.562,1.562,2.592,0,0,2.08881,2.464,1.606,2.5386,1.788,0,1.44827,1.574,2.12288,1.894,1.59021,1.29675,2.224,2.912,1.61,0.375026,5.59547,0,1.944,1.812,0,1.302,4.808
72,-89.081534,30.449465,grocery,0,0,0.584,0,0.626644,0.606086,0,1.236,0,0,0,0,2.454,0.976,1.51,0,0.684,1.898,0,0,1.276,0,1.13,2.412,1.00504,1.46598,1.922,0,2.026,0,1.474,2.31,2.55655,0,1.084,0,1.99947,2.98174,1.148,3.4,3.46,3.67829,1.76196,3.22492,1.094,3.37,2.046,0,1.976,2.67135,2.27624,1.64936,3.34483,0.806,0,0.796,1.30656,0,2.471,2.864,2.932,1.384,1.452,2.084,1.9,2.50421,1.92878,0,1.506,1.96781,0,0.698,2.23668,1.048,2.01607,1.628,1.85584,2.08695,1.784,2.034,1.274,0.418154,2.12343,0,1.82,1.614,1.994,1.25109,4.378
73,-89.080104,30.44946,grocery,85,1.09,0.58,1.86,0.6,0.6,0.78,0.95,2.88,1.78,0.88,2.48,2.97,0.72,1.69,0,0.58,1.33,0,1.66,0.98,0.98,1,2.27,0.98,1.34,1.28,2.04,1.5,2.38,1.93,1.78,2.37,1.74,1,1.48,2,3.12,1,3.19,3.19,4.28,1.76,3.22,0.98,2.6,0.98,1.68,1.92,0,2,1.64,3.33,1.22,0.66,0.66,1.22,2.83,2.18,2.72,2.74,1.78,1.78,2.78,1.72,2.5,1.88,2.48,1,1.88,1.14,0.58,2.28,2.14,2,2.98,1.88,2.12,1.98,1.64,0.5,0.38,1.76,1.83,1.5,1.62,1.68,1.24,6.98
74,-89.086611,30.450446,grocery,0,0,0,0,0,0.633808,0.773426,1.236,2.80143,1.77862,0,2.288,2.454,0.976,1.51,0,0.684,1.898,0.423667,1.69444,1.276,1.00345,1.13,2.412,1.12055,2.04163,1.922,2.05937,2.026,0,0,2.31,2.57222,1.912,1.084,1.48516,0,2.95149,1.148,0,0,3.46823,1.77158,0,1.094,0,0,0,1.976,0,2.70492,1.68365,3.41072,0.806,0,0,0,0,0,2.864,2.932,1.384,1.452,2.084,1.9,2.52504,2.2533,2.464,1.506,2.31553,1.788,0.698,2.04535,1.048,2.08655,1.628,1.75693,0,1.784,0,1.274,0.588098,2.10988,1.658,1.82,1.614,1.994,0,4.378
75,-89.099561,30.45078,grocery,40,0,0,0,0,0,0,0,0,0,0,0,0,1.99,1.99,0,1.19,3.29,0,0,0,0,0,0,1.39,3.39,2.79,0,0,1.29,0,4.99,4.49,3.29,1.59,0,1.99,0,1.59,3.79,3.79,2.39,0,0,1.59,0,0,0,0,0,3.99,1.29,0,0.99,0,0,1.99,1.39,0,3.49,4.29,0,0,1.49,2.69,0,3.49,0,1.89,0,0,1.29,1.59,1.59,0,1.59,1.59,1.59,1.59,0,1.59,0.99,0,0,3.59,0,0,1.19,0
76,-89.0275,30.3986,superstore,0,1.15667,0.926667,0,0,0,1.368,1.36162,0,1.637,1.3384,1.42188,1.912,1.1628,1.76585,0.96,1.078,1.69,0.593,0,0,1.97083,1.99413,2.97454,1.455,2.9925,1.77333,1.78064,3.24651,0,1.05282,3.44,2.93,1.9175,1.25437,2.17092,0,0,0,0,4.134,3.602,1.78738,0,1.3156,0,0,0,1.90844,0,3.24298,2.31042,6.38019,0,0,1.33753,1.4775,1.41414,0,2.538,3.8375,2.036,2.5132,2.98,2.916,0,1.74398,2.65513,0,1.7,1.79086,0,1.182,0,0,0.499813,0,2.9592,0,1.963,2.97759,0.683902,0,1.25005,0,2.232,0,0,3.45
77,-89.08951,30.42442,superstore,0,1.15667,0.926667,2.10667,1.46333,1.08333,1.368,0,2.15333,1.637,1.3384,1.4084,1.912,1.1628,0,0.96,0,1.69,0.593,0,0,3.39631,3.45287,0,0,4.26997,0,0,0,3.85059,0,4.2949,0,1.9175,0,2.17142,3.03886,2.90285,2.194,4.134,4.134,3.602,0,3.58,1.3156,2.72396,0.982,0,0,0,0,0,0,1.218,1.4225,2.24464,0,0,3.365,0,3.8375,2.036,4.73991,2.98,2.916,0,1.5769,0,1.8304,1.7,1.79086,1.2812,1.182,1.19333,3.285,0.500047,1,2.9592,3.43649,1.963,3.60367,1.10269,4.14254,0,1.2375,2.232,1.64,0,3.45
78,-89.10218,30.45789,superstore,29,0,0,0,1.19,0,0,0,0,1.19,0.99,0,1.19,1.12,1,0,0.69,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,0.99,1.69,0,5.89,4.79,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0.89,0,0,0,0,0,3.39,0,1.59,0,2.79,2.99,0,1.69,0,0,0,0,0,2.5,0,1.89,0,0,0,0,0,4.29,0.99,1.99,0,1.39,2.19,0,2.19,3.89
79,-89.096795,30.435259,superstore,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,3.69,3.69,3.99,0,5.79,0,0,5.99,3.99,0,5.39,2.75,0,0,3.99,3.99,0,0,0,0,4.29,0,0,0,0,0,0,0,0,0,3.49,0,2.59,0,2.49,2.79,0,0,0,4.99,4.49,6.19,0,4.49,0,1.48,0,0,0,0,2.99,0,0,5.29,0,0,7.29,4.59,0,4.99,1.19,9.29,0,0,4.29,0,0,0
80,-89.444276,30.391924,convience,65,1.29,0.69,2.29,0,1.09,1.09,2.09,0,0.62,0,0,2.49,0.79,1.99,0,0.99,1.39,0,1.79,1.89,1.69,2.39,2.39,2.29,2.29,2.29,1.99,2.69,0,2.09,2.29,2.29,2.49,0.99,1.79,1.69,3.59,0.99,3.89,3.89,1.68,0,1.99,0,2.39,0,2.19,0,0,3.98,1.49,0,1.79,1.89,1.89,1.69,0.99,3.59,2.89,3.29,1.89,2.09,3.59,2.39,0,3.99,2.99,1.79,0,0,0,0,1.19,0,0,1.69,0,0,1.59,1.79,0.49,2.19,1.49,1.39,1.19,2.19,0,1.89
81,-89.445848,30.394482,convience,0,0,0.694926,0,0,2.61556,0,0,0,1.48467,0,1.70246,0,0.846269,1.95071,0,0,0,0,1.79407,0,0,0,0,2.29,0,2.47,2.27133,2.57225,0,0,2.57,2.70397,2.302,1.27634,0,1.54508,3.38175,1.67897,0,4.334,3.56662,2.24183,0,1.25323,3.7464,3.02075,0,0,0,4.34959,2.03,0,1.382,1.20371,1.154,0,0,3.59719,3.492,0,1.55,1.61,2.91,2.37738,0,3.23,0,2.726,0,0,0.942665,1.67109,1.87,0,2.10673,2.21529,2.088,2.40111,2.3296,3.36852,0.489166,0,2.1698,1.602,1.91,2.51,0,0
82,-89.153491,30.351907,convience,0,0,0,0,0,3.098,1.91845,0,2.624,0,0,0,0,0,1.96812,0,0,1.64572,0,0,0,0,2.118,2.41656,1.754,2.474,1.684,0,0,2.752,0,3.072,1.70867,2.04,1.40377,0,1.456,0,1.30544,3.994,3.954,4.284,2.67698,0,0,3.644,2.75,1.65,0,0,2.99352,1.95,5.9775,1.216,0.99522,0,1.292,1.414,0,3.124,3.134,1.384,0,3.274,0,0,2.614,0,2.556,3.178,0,0.828378,1.036,0,0,0,2.314,1.574,0,0,1.7777,0.655902,3.416,2.034,2.074,1.368,0,1.202,2.914
83,-89.14741,30.345265,convience,0,1.5838,0,2.97068,0,3.098,1.92696,1.93,0,0,0,0,0,0,1.92369,0.842,0,1.61062,0,0,0,0,2.118,2.41377,1.754,2.474,1.684,0,0,0,0,3.072,0,2.04,1.38752,1.44,0,2.80842,1.30543,0,3.954,0,2.68444,3.02136,0,0,2.75,1.65,0,2.03987,0,0,0,0,0,0.89,0,1.414,0.833311,3.124,3.134,0,1.592,3.274,2.17277,0,2.614,2.65934,2.556,0,1.83743,0.83253,0,0.916,3.04775,1.658,2.314,0,0,2.062,1.77767,0.659447,0,2.034,2.074,1.368,1.97,0,0
84,-89.157829,30.357484,convience,0,1.58329,0.69,0,0,0,1.91368,0,0,1.522,0,0,0,0.737176,1.97275,0,0.785093,1.65592,0,1.806,0,0,0,2.41759,1.754,2.474,1.684,1.882,2.808,0,0,3.072,0,0,1.40867,1.44,0,2.79344,1.30539,3.994,3.954,4.284,0,3.01451,1.298,0,0,1.65,0,0,2.99353,1.95,0,1.216,0,0.89,0,0,0.626309,3.124,3.134,0,0,3.274,2.17247,0,2.614,0,2.556,0,0,0.825237,1.036,0.916,0,0,2.314,0,2.422,2.062,0,0.646351,3.416,2.034,2.074,1.368,0,1.202,2.914
85,-89.141094,30.354254,convience,0,0,0.69,2.99501,2.07733,3.098,0,0,0,1.522,0,0,2.31,0.736338,1.81274,0.842,0,1.56989,0.682692,0,1.85515,0,0,0,1.754,2.474,1.684,0,0,0,0,3.072,1.70242,0,1.37231,1.44,1.456,2.814,1.30522,3.994,3.954,4.284,0,2.99227,1.298,3.644,0,1.65,0,0,2.99357,1.95,0,1.216,0,0.89,0,1.414,0,3.124,3.134,1.384,1.592,3.274,2.15534,0,2.614,0,0,3.178,0,0,0,0,0,0,2.314,1.574,2.422,2.062,1.77757,0.620059,3.416,0,2.074,1.368,0,1.202,2.914
86,-89.178654,30.362307,convience,0,1.58877,0,2.91251,2.07733,3.098,0,1.93,0,0,1.72371,1.63463,0,0.746424,2.12763,0,0.785399,1.77134,0,1.806,0,0,0,0,1.754,2.474,1.684,0,2.808,0,1.99,3.072,1.70961,2.04,1.46685,0,1.456,0,1.3055,3.994,3.954,0,0,0,1.298,3.644,0,0,0,0,2.99351,1.95,0,1.216,0,0.89,0,0,0,3.124,3.134,1.384,1.592,3.274,2.19313,0,0,0,2.556,3.178,0,0,1.036,0.916,0,0,0,0,0,2.062,1.77769,0.668379,0,0,2.074,1.368,0,1.202,0
87,-89.187117,30.378341,convience,0,1.58626,0,2.90456,0,0,0,0,2.624,0,0,0,0,0.741361,1.91985,0.842,0.78525,1.61525,0,0,1.87919,0,0,0,1.754,2.474,1.684,0,2.808,2.752,0,3.072,1.69188,2.04,0,1.44,0,2.80712,1.30506,0,3.954,4.284,2.64343,3.01218,0,0,2.75,0,2.316,2.0044,2.99363,0,5.9775,1.216,0,0.89,0,0,0.417806,3.124,0,0,1.592,3.274,2.16903,0,2.614,2.65795,2.556,0,0,0,1.036,0.916,0,0,2.314,0,2.422,0,1.77738,0.604545,3.416,2.034,2.074,0,1.97,0,0
88,-89.18677,30.339062,convience,33,0,0.79,0,0,0,0,0,0,0,0,0,0,0,2.69,0,0,2.99,0,0,0,0,0,0,2.59,2.79,2.29,0,0,0,0,6.87,0,2.19,2.39,0,0,2.19,2.39,0,4.29,5.09,0,5.09,2.19,0,0,0,0,0,1.09,2.09,0,1.79,0,2.09,0,2.29,0,2.99,4.19,0,0,6.09,3.09,0,4.49,0,4.39,0,0,0.79,0,0,0,0,1.29,0,0,0,2.59,0.79,0,0,4.49,0,3.09,0,3.39
89,-89.153332,30.350259,grocery,0,1.2696,0,0,1.6677,0.972019,0.591291,1.236,1.19333,0,0.659958,2.288,2.454,0.976,1.51,0,0.684,1.898,0.423667,0,1.276,0,0,0,0,4.26396,1.922,0,0,2.41957,1.474,2.31,2.32525,1.912,1.084,1.33249,2.28445,0,1.148,3.4,3.46,0,0,3.17201,1.094,3.37,0,0,1.976,2.76313,2.99437,1.75134,4.29347,0.806,0,0.796,0,1.676,3.0921,2.476,2.932,1.464,1.532,2.084,0,0,1.4064,2.536,1.506,2.5386,0,0.698,0.30923,1.048,2.53945,0,0.454447,0.727834,0,1.208,1.274,0.320615,0,1.454,1.82,1.556,0,1.302,0
91,-89.153332,30.350259,superstore,0,0,0,0,0,1.08333,1.368,0,2.15333,1.637,0,1.38681,1.899,1.1628,1.766,0,1.078,1.69333,0,1.45747,2.05333,0,0,0,1.288,2.9925,1.77333,1.935,3.86776,0,0,3.49,2.93,1.9175,1.09273,2.1695,1.6775,3.102,2.2348,3.948,3.948,3.53,0,0,0,2.76958,0.982,2.11,0,2.578,3.3068,2.39973,0,1.2436,1.329,0,1.495,0,3.4,2.4276,0,2.036,2.5132,2.96433,3.03033,2.84,1.87454,0,1.9228,1.7,1.79086,1.2812,1.304,0,3.285,0,0,2.9592,2.386,0,2.89408,0.758634,4.14189,0,1.107,0,0,1.72986,0
92,-89.146927,30.35301,grocery,70,1.2,0.49,1.66,1.98,0.99,0.59,1.33,1.05,1.5,0.49,1.05,2.95,0.43,0.43,0.232,0.49,2.56,0,0,1.25,1.19,0.88,1.66,3.58,4.98,1.98,2.94,1.38,2.49,0,1.22,0.75,1,0.83,0,0,1.6,0.83,2.98,3.12,2.98,0,3.12,0.94,2.78,0.89,1.14,2.35,0,3.03,2.15,4.33,0.62,0,0,0,2.5,0,1,1.99,0.4,0.74,0.59,0,0,0.96,0,1,0,0,0.5,0.22,0.23,0,0.19,0.2,0.69,0.59,0.24,0.32,0.31,0.43,0.19,0.67,1,2.44,0,1.89
93,-88.550261,30.403466,convience,0,0.982311,0,0,1.97933,0,1.04248,0,0,2.08467,0,0,0,0,1.72319,0,1.02129,1.48177,0,0,1.46696,0,0,1.92082,1.544,1.866,0,2.55267,0,0,1.392,2.372,2.50181,0,0,1.624,1.74,0,1.64279,3.65,3.65,2.732,0,3.2997,1.278,3.1728,0,0,0,2.15085,4.2819,0,4.2575,1.066,0,0,0,0,0,2.6,2.942,1.98,0,0,2.14672,0,0,2.31235,2.552,2.4236,0,0.630725,0,1.54167,1.9792,0,0,0,0,2.0532,1.72715,0.486389,0,1.3838,1.872,1.856,1.768,0,4.27
93,-88.455451,30.424262,convience,47,0.79,0,0,0,0.79,1.89,1.69,0.89,1.49,0,0,2.29,0,2.69,0,1.19,0,0,0,0,0,0,0,2.79,2.99,2.79,0,2.29,0,1.49,5.69,4.89,2.99,2.99,0,0,2.79,2.19,4.59,4.59,0,0,0,1.99,0,0,0,0,0,5.59,2.39,0,1.69,0,0,0,1.49,3.79,4.55,1.99,1.69,1.69,2.69,1.69,0,3.39,0,4.5,0,2.59,0.79,0.99,0,0,0.9,1.19,0,0,0,0.99,0.79,1.59,0,1.95,1.69,0,1.39,0
94,-88.519875,30.398797,convience,0,0,0,0,0,0,1.09857,0,0,0,0,0,0,0,2.1702,0.780572,1.02169,1.55064,0,1.594,0,0,0,1.92406,1.564,1.866,1.782,2.55267,2.4145,3.048,1.392,3.01,3.0832,2.226,1.67908,0,1.79508,2.39451,1.62362,3.77,3.77,2.732,1.62109,3.29683,1.27923,3.1728,0,1.82,0,0,4.28202,0,0,1.006,1.10284,0,0,1.10646,0,3.012,2.742,1.98,2.08462,2.778,2.11073,0,2.496,2.2058,2.552,0,0,0.673766,0,0,2.00217,1.57873,2.46543,0,0,2.0532,1.48824,0.831228,4.019,1.3838,2.062,0,1.97871,0,0
95,-88.556932,30.411015,convience,0,0,0.635554,0,1.97933,2.05756,0,1.95222,1.956,0,0,2.22366,0,0,1.68873,0,1.02105,1.50188,0.591631,0,0,1.602,1.6495,0,1.544,0,1.762,0,0,3.048,0,2.372,2.46689,2.226,1.45915,0,0,2.56126,1.64299,3.65,3.65,0,0,3.29762,1.278,3.1728,0,1.82,2.664,0,4.28191,1.92,0,1.066,0,1.22271,1.75,1.10646,0,2.6,2.942,1.98,2.182,3.438,2.14725,2.693,2.416,0,0,0,0,0,1.29309,0,0,0,2.46543,0,0,0,1.7271,0.466098,4.019,0,1.872,1.856,1.768,0,0
